core_id,n,alpha,threads,test_position,program_exc_cycles,branch_hit,valid_interrupt,executed_instruction_packet,L1D_load/store_miss,L1D_load/store_hit,L1P_read_miss,L1P_read_hit,DP_dispatch_stall_duration,VM,SMC,program_stall_cycle,valid_NOP_cycle,valid_non-NOP_cycle,exception_count,SIEU,SMAC1, SMAC2, SBR, SLD, VIEU, VMAC1, VMAC2, VMAC3, VLS0 , VLS1 ,hotspot_function_clock_cycle,device_exc_time
1,141557760,3.14,1,Difference,2742965765,166815038,26,1282775626,0,0,46,1001729377,23001522,0,204112861,227113574,1233042575,1282737846,0,182659141,37105789,322889922,642844838,489518967,0,0,0,0,0,0,2741185319,1.527576
1,146800640,3.14,1,Difference,2844964761,173005401,26,1330341949,0,0,47,1038903247,23866785,0,211886903,235753908,1278831318,1330303427,0,189436224,38585898,334953676,666689992,507767439,0,0,0,0,0,0,2843162078,1.584496
1,152043520,3.14,1,Difference,2946517421,179183092,26,1377846480,0,0,59,1076004137,24720064,0,219446484,244167930,1324498947,1377809767,0,196201822,39995288,346946123,690497009,525932429,0,0,0,0,0,0,2944698510,1.640713
1,157286400,3.14,1,Difference,3047732627,185344307,26,1425255345,0,0,47,1113011064,25562724,0,226887101,252450046,1369999231,1425219695,0,202949973,41336649,358865417,714249326,544013139,0,0,0,0,0,0,3045963254,1.696508
1,162529280,3.14,1,Difference,3149092208,191519442,26,1472755053,0,0,47,1150088008,26407812,0,234241315,260650528,1415635359,1472717681,0,209708736,42663549,370779966,738052408,562093449,0,0,0,0,0,0,3147283652,1.753167
1,167772160,3.14,1,Difference,3250878503,197699866,26,1520275896,0,0,58,1187188830,27259199,0,241876811,269131582,1461284277,1520205630,0,216471778,43989647,382685927,761842054,580169653,0,0,0,0,0,0,3248788761,1.809431
1,173015040,3.14,1,Difference,3352273452,203879809,26,1567795158,0,0,46,1224312561,28112809,0,249327885,277441185,1507014134,1567758255,0,223242640,45410165,394697192,785685367,598355621,0,0,0,0,0,0,3350387389,1.867344
1,178257920,3.14,1,Difference,3453890346,210051788,26,1615266090,0,0,58,1261381867,28963392,0,257033590,285997442,1552621924,1615229536,0,230004487,46765273,406632614,809472499,616460727,0,0,0,0,0,0,3451883342,1.922679
1,183500800,3.14,1,Difference,3555225671,216227648,26,1662757836,0,0,46,1298470444,29815099,0,264360814,294176117,1598269537,1662720786,0,236762965,48232660,418682624,833273570,634682016,0,0,0,0,0,0,3553403669,1.978948
1,188743680,3.14,1,Difference,3659611289,222433068,26,1710444000,0,0,47,1335715400,30681649,0,273438753,304042854,1644151385,1710359438,0,243565092,49628808,430667108,857139327,652852236,0,0,0,0,0,0,3655395501,2.03908
1,193986560,3.14,1,Difference,3758193157,228579362,26,1757741106,0,0,41,1372649569,31518430,0,279384359,310905323,1689563254,1757705777,0,250285198,50843190,442457784,880877005,670800403,0,0,0,0,0,0,3756453119,2.091571
1,199229440,3.14,1,Difference,3859794393,234757241,26,1805245262,0,0,46,1409746297,32370980,0,286869864,319238704,1735221864,1805205693,0,257049890,52218627,454416302,904679446,688931206,0,0,0,0,0,0,3857993288,2.147975
1,204472320,3.14,1,Difference,3963441105,240920900,26,1852686934,0,0,59,1446761730,33205384,0,296793550,330000296,1780756565,1852655292,0,263802589,56490633,469276582,928453523,709945578,0,0,0,0,0,0,3961545159,2.205985
1,209715200,3.14,1,Difference,4065209284,247090568,26,1900143784,0,0,59,1483816368,34055095,0,304620743,338671716,1826327415,1900098903,0,270556089,58285770,481648727,952223313,728485908,0,0,0,0,0,0,4063334241,2.262135
1,214958080,3.14,1,Difference,4168034956,253300087,26,1947813914,0,0,58,1521100805,34934221,0,312967923,347901576,1872316330,1947776522,0,277353455,60094936,494046818,976135690,747084070,0,0,0,0,0,0,4166124126,2.319765
1,220200960,3.14,1,Difference,4268831520,259441775,26,1995127405,0,0,58,1557989185,35756112,0,320301965,356057772,1917623447,1995091682,0,284081096,61869068,506399862,999831429,765578219,0,0,0,0,0,0,4267029701,2.375453
1,225443840,3.14,1,Difference,4370659529,265616261,26,2042614595,0,0,46,1595067123,36604670,0,328162554,364767225,1963251726,2042577436,0,290841203,63692625,518806780,1023627418,784153721,0,0,0,0,0,0,4368836191,2.431948
1,230686720,3.14,1,Difference,4474861502,271806984,26,2090250447,0,0,41,1632246976,37455019,0,338279168,375657245,2009025319,2090184314,0,297648632,65478258,531186462,1047468294,802701726,0,0,0,0,0,0,4470727818,2.4921
1,235929600,3.14,1,Difference,4576625468,277969006,26,2137636410,0,0,47,1669201145,38293464,0,346063246,384355376,2054471932,2137539863,0,304357721,69915057,546200381,1071209189,823874848,0,0,0,0,0,0,4574484047,2.546682
1,241172480,3.14,1,Difference,4677979896,284124229,26,2184998940,0,0,46,1706216266,39138417,0,353828412,392966923,2099996709,2184962357,0,311108337,71605850,558469104,1094972766,842308909,0,0,0,0,0,0,4676152094,2.60279
1,246415360,3.14,1,Difference,4779763057,290297260,26,2232475501,0,0,58,1743288559,39988292,0,361654848,401643237,2145613391,2232438899,0,317867724,73450626,570895898,1118764240,860904557,0,0,0,0,0,0,4777974617,2.65927
1,251658240,3.14,1,Difference,4883368226,296501416,26,2280133180,0,0,47,1780535632,40858235,0,370717978,411574887,2191518639,2280083471,0,324669355,75291584,583325517,1142646491,879524354,0,0,0,0,0,0,4880503119,2.717878
1,256901120,3.14,1,Difference,4983421586,302646266,26,2327456244,0,0,58,1817455017,41685928,0,377552890,419239676,2236913510,2327442530,0,331396174,76959222,595575359,1166375061,897922080,0,0,0,0,0,0,4981593077,2.772761
1,262144000,3.14,1,Difference,5085205635,308816234,26,2374903202,0,0,46,1854507982,42537680,0,385257988,427800699,2282465080,2374866864,0,338145902,78741899,607930959,1190136836,916448656,0,0,0,0,0,0,5083434701,2.828357
1,267386880,3.14,1,Difference,5187305939,315002899,26,2422464799,0,0,46,1891655287,43393706,0,393226158,436621343,2328219434,2422428277,0,344919541,80619168,620397689,1213976753,935090455,0,0,0,0,0,0,5185412061,2.885572
1,272629760,3.14,1,Difference,5290702926,321154507,26,2469833404,0,0,59,1928597589,44220803,0,402981744,447203837,2373620876,2469795326,0,351654534,84989446,635349629,1237702813,956189926,0,0,0,0,0,0,5288918262,2.942941
1,277872640,3.14,1,Difference,5392690090,327328901,26,2517310238,0,0,59,1965683639,45076222,0,411016502,456093041,2419254274,2517274875,0,358418516,86780075,647719262,1261495983,974733238,0,0,0,0,0,0,5390911836,2.999483
1,283115520,3.14,1,Difference,5494637750,333507661,26,2564833016,0,0,41,2002782939,45923245,0,418938776,464862495,2464929171,2564796258,0,365181364,88621826,660150224,1285314131,993331651,0,0,0,0,0,0,5492715363,3.056445
1,288358400,3.14,1,Difference,5596466454,339684819,26,2612332385,0,0,59,2039879660,46775612,0,426846554,473622438,2510587944,2612295598,0,371946644,90382801,672493503,1309116823,1011847638,0,0,0,0,0,0,5594632316,3.113109
1,293601280,3.14,1,Difference,5698474273,345865116,26,2659844035,0,0,59,2076994047,47632019,0,434677744,482309827,2556276885,2659807126,0,378710670,92224290,684916979,1332929765,1030447162,0,0,0,0,0,0,5696683703,3.169473
1,298844160,3.14,1,Difference,5799890957,352028845,26,2707276580,0,0,59,2114009728,48471031,0,442304391,490776560,2601800828,2707239486,0,385460372,93881261,697156931,1356694277,1048845733,0,0,0,0,0,0,5798092527,3.227164
1,304087040,3.14,1,Difference,5903886653,358198786,26,2754743126,0,0,47,2151062886,49316140,0,452436995,501753146,2647387631,2754704765,0,392217063,98245665,712104820,1380477645,1069957777,0,0,0,0,0,0,5902055199,3.283681
1,309329920,3.14,1,Difference,6005886680,364378949,26,2802258278,0,0,47,2188178341,50171281,0,460370111,510542015,2693080951,2802222734,0,398983966,100072063,724514559,1404294413,1088543099,0,0,0,0,0,0,6004068740,3.340387
1,314572800,3.14,1,Difference,6107350460,370541056,26,2849682578,0,0,41,2225183292,51008970,0,468042157,519051862,2738585852,2849645025,0,405730712,101975500,737000499,1428053767,1107185999,0,0,0,0,0,0,6105533856,3.396672
1,319815680,3.14,1,Difference,6209110925,376713790,26,2897159075,0,0,59,2262252522,51857278,0,475865738,527724234,2784199960,2897122330,0,412490464,103697472,749305402,1451843771,1125658623,0,0,0,0,0,0,6207303666,3.453189
1,325058560,3.14,1,Difference,6311326075,382890954,26,2944692664,0,0,59,2299381245,52706046,0,485394716,538213899,2829953235,2944724781,0,419305408,105603893,761810885,1475704161,1144334203,0,0,0,0,0,0,6309151386,3.511746
1,330301440,3.14,1,Difference,6415669508,389087919,26,2992327494,0,0,46,2336573788,53564849,0,494374132,547951179,2875739604,2992307704,0,426092118,107337053,774130316,1499538510,1162830049,0,0,0,0,0,0,6411261693,3.57163
1,335544320,3.14,1,Difference,6514609392,395238483,26,3039636415,0,0,48,2373497597,54403668,0,499458585,553862978,2921112279,3039599553,0,432774896,109049957,786411380,1523244339,1181269830,0,0,0,0,0,0,6512710016,3.623337
1,340787200,3.14,1,Difference,6618933417,401419342,26,3087153762,0,0,58,2410616037,55259633,0,509704918,564965127,2966807442,3087118110,0,439542199,113404695,801348995,1547059919,1202383364,0,0,0,0,0,0,6617044817,3.681245
1,346030080,3.14,1,Difference,6720445924,407580904,26,3134582100,0,0,59,2447618891,56094999,0,517472765,573563515,3012306049,3134539358,0,446291617,115192626,813719818,1570812631,1220908846,0,0,0,0,0,0,6718400949,3.737529
1,351272960,3.14,1,Difference,6822898486,413768219,26,3182115937,0,0,59,2484769338,56960591,0,525709713,582673038,3058041137,3182067562,0,453063716,117101969,826206228,1594635350,1239581210,0,0,0,0,0,0,6820851518,3.794316
1,356515840,3.14,1,Difference,6923960977,419928138,26,3229541608,0,0,46,2521766729,57792836,0,533009034,590801218,3103554009,3229503585,0,459808655,118800544,838494297,1618406234,1258021461,0,0,0,0,0,0,6922027697,3.850729
1,361758720,3.14,1,Difference,7025746882,426095722,26,3277008444,0,0,59,2558841538,58638063,0,542168229,600891928,3149204377,3277036633,0,466607235,120669955,850956190,1642230194,1276649380,0,0,0,0,0,0,7023767736,3.909705
1,367001600,3.14,1,Difference,7130122763,432285046,26,3324627347,0,0,41,2595991527,59486029,0,551550066,611076126,3194926682,3324605326,0,473398327,122436197,863312796,1666050236,1295172326,0,0,0,0,0,0,7125469190,3.968558
1,372244480,3.14,1,Difference,7231302162,438435714,26,3371913591,0,0,59,2632917111,60330687,0,558721840,619052616,3240293303,3371876403,0,480075359,126791455,878229737,1689745618,1316253753,0,0,0,0,0,0,7229496093,4.02104
1,377487360,3.14,1,Difference,7336050836,444636770,26,3419623591,0,0,46,2670161954,61182844,0,569460770,630645313,3286213482,3419597717,0,486922379,128534728,890582209,1713654540,1334778009,0,0,0,0,0,0,7331315287,4.082914
1,382730240,3.14,1,Difference,7435174431,450793979,26,3466942371,0,0,58,2707128703,62036177,0,574506450,637671090,3331727932,3466976857,0,493637782,130372438,902989394,1737404352,1353356946,0,0,0,0,0,0,7433287477,4.135558
1,387973120,3.14,1,Difference,7536839801,456961843,26,3514386264,0,0,46,2744174464,62884212,0,582319570,645204085,3377217818,3514349765,0,500360323,132182836,915370638,1761145676,1371905209,0,0,0,0,0,0,7535055636,4.190769
1,393216000,3.14,1,Difference,7638361412,463129261,26,3561838122,0,0,59,2781210688,63724990,0,589992748,653719913,3422777032,3561800644,0,507113080,133925827,927696301,1784920376,1390393271,0,0,0,0,0,0,7636590642,4.247333
1,398458880,3.14,1,Difference,7740327529,469304143,26,3609318368,0,0,59,2818301829,64581667,0,598039531,662617402,3468417871,3609283515,0,513878659,135570937,939920032,1808715539,1408791871,0,0,0,0,0,0,7738534532,4.303493
1,403701760,3.14,1,Difference,7842163605,475479630,26,3656826667,0,0,73,2855375723,65421597,0,605816721,671238847,3514055680,3656789844,0,520635421,137574617,952515191,1832523090,1427548372,0,0,0,0,0,0,7840271004,4.361844
1,408944640,3.14,1,Difference,7945109465,481659977,26,3704356408,0,0,162,2892493636,66276443,0,614655043,680931783,3559744506,3704317880,0,527415639,139293272,964817645,1856335084,1446023808,0,0,0,0,0,0,7942391707,4.418568
1,414187520,3.14,1,Difference,8046203749,487830554,26,3751813050,0,0,73,2929549294,67122583,0,621911844,689034083,3605342269,3751776080,0,534160085,141113978,977221042,1880124081,1464594718,0,0,0,0,0,0,8044298044,4.474168
1,419430400,3.14,1,Difference,8147912778,493995309,26,3799234705,0,0,73,2966577219,67969940,0,629819258,697791796,3650877054,3799199622,0,540909560,142860143,989543501,1903885808,1483083567,0,0,0,0,0,0,8146200607,4.530117
1,424673280,3.14,1,Difference,8250186560,500169364,26,3846727482,0,0,136,3003648184,68817170,0,638111549,706929893,3696484757,3846678060,0,547672195,144734975,1002001423,1927673576,1501707323,0,0,0,0,0,0,8248180322,4.587019
1,429916160,3.14,1,Difference,8352356081,506349079,26,3894243676,0,0,69,3040764164,69670469,0,646295117,715965439,3742189903,3894207310,0,554439521,146623224,1014476295,1951498129,1520356295,0,0,0,0,0,0,8350462812,4.64394
1,435159040,3.14,1,Difference,8456849609,512534799,26,3941863012,0,0,58,3077920634,70514368,0,656943935,727464946,3787954683,3941835287,0,561267735,148414375,1026870090,1975353969,1538912694,0,0,0,0,0,0,8452245394,4.705931
1,440401920,3.14,1,Difference,8556152589,518692233,26,3989192390,0,0,47,3114884489,71359878,0,662169114,733529778,3833392078,3989153695,0,567951551,150258138,1039280249,1999075454,1557489625,0,0,0,0,0,0,8554233044,4.757542
1,445644800,3.14,1,Difference,8658257825,524869986,26,4036690105,0,0,62,3151982252,72215307,0,670213193,742426355,3879036483,4036638390,0,574712655,151983983,1051585249,2022870744,1575968285,0,0,0,0,0,0,8656354202,4.813811
1,450887680,3.14,1,Difference,8760271271,531040713,26,4084159992,0,0,69,3189048661,73063053,0,678436917,751500291,3924658101,4084124172,0,581476363,153866280,1064051658,2046667589,1594602852,0,0,0,0,0,0,8758375376,4.870623
1,456130560,3.14,1,Difference,8862256149,537215572,26,4131654182,0,0,160,3226125202,73909503,0,686405303,760316773,3970291236,4131617403,0,588235724,155664915,1076436718,2070469113,1613154091,0,0,0,0,0,0,8860306515,4.927727
1,461373440,3.14,1,Difference,8964270947,543386420,26,4179107093,0,0,73,3263191397,74762463,0,694622388,769401224,4015902777,4179084681,0,594997145,157440046,1088789742,2094258466,1631681062,0,0,0,0,0,0,8962464539,4.984535
1,466616320,3.14,1,Difference,9066058796,549559060,26,4226590346,0,0,73,3300257262,75607644,0,702364609,777974517,4061503292,4226555968,0,601750219,159200220,1101134153,2118043069,1650189009,0,0,0,0,0,0,9064274195,5.040484
1,471859200,3.14,1,Difference,9165163910,555710702,26,4273968267,0,0,73,3337199870,76432263,0,707862257,784293567,4106906520,4273932584,0,608490028,159687261,1112205578,2141772213,1667405394,0,0,0,0,0,0,9163216249,5.095662
1,477102080,3.14,1,Difference,9266259899,561876922,26,4321408932,0,0,73,3374228271,77274603,0,715060766,792335353,4152451953,4321372006,0,615239840,161178280,1124278446,2165541951,1685640096,0,0,0,0,0,0,9264408809,5.151918
1,482344960,3.14,1,Difference,9368421282,568071645,26,4369003595,0,0,159,3411427124,78142756,0,722914744,801056741,4198286585,4368966573,0,622021525,162664410,1136350739,2189404387,1703898970,0,0,0,0,0,0,9366522758,5.208701
1,487587840,3.14,1,Difference,9469922285,574233514,26,4416423432,0,0,48,3448438528,78982755,0,730765902,809748903,4243797608,4416388041,0,628772612,164392757,1148658860,2213160782,1722367661,0,0,0,0,0,0,9468047170,5.264792
1,492830720,3.14,1,Difference,9572764641,580445417,26,4464095963,0,0,69,3485735214,79869267,0,739006815,818878122,4289780804,4464048465,0,635570801,165721034,1160567780,2237057985,1740482373,0,0,0,0,0,0,9570718089,5.321865
1,498073600,3.14,1,Difference,9672695348,586569424,26,4511328543,0,0,69,3522519541,80668970,0,745790129,826460496,4334930071,4511292880,0,642278536,167584369,1173015835,2260714097,1759050719,0,0,0,0,0,0,9670895717,5.377443
1,503316480,3.14,1,Difference,9773949737,592735653,26,4558774250,0,0,46,3559549318,81510910,0,753163196,834674162,4380477863,4558737437,0,649031344,169121032,1185136293,2284486098,1777331425,0,0,0,0,0,0,9772142855,5.433834
1,508559360,3.14,1,Difference,9872507971,598884525,26,4606121710,0,0,74,3596486000,82341105,0,758276293,840613499,4425867283,4606099013,0,655771268,169286770,1195880972,2308211744,1794226594,0,0,0,0,0,0,9870741284,5.488314
1,41943040,3.14,1,Difference,22008440914,41996257,26,335926854,0,0,5,168025489,607,0,21378386384,21378385377,294042775,335874605,0,42012497,1597,83928721,13478324865,125873657,0,0,0,0,0,0,22006330080,12.230634
1,47185920,3.14,1,Difference,24753845436,47240748,26,377886223,0,0,5,189007817,613,0,24045180664,24045181122,330763817,377837322,0,47264363,1597,94416512,15152466203,141604681,0,0,0,0,0,0,24751420744,13.755895
1,52428800,3.14,1,Difference,27510489905,52481586,26,419820947,0,0,5,209998761,1117,0,26723641588,26723680914,367575982,419875111,0,52521987,1597,104918239,16856395617,157353011,0,0,0,0,0,0,27508633687,15.288282
1,57671680,3.14,1,Difference,30265771066,57724225,26,461752802,0,0,5,230936187,612,0,29399818703,29399837309,404142390,461703877,0,57741262,1597,115385846,18548803639,173059947,0,0,0,0,0,0,30263699388,16.817925
1,62914560,3.14,1,Difference,33011429797,62966562,26,503691965,0,0,5,251913321,615,0,32066941228,32066943336,440860484,503659272,0,62984554,1597,125874328,20222846984,188791651,0,0,0,0,0,0,33009519906,18.343523
1,68157440,3.14,1,Difference,35758853630,68224699,26,545763376,0,0,5,272954911,662,0,34734592678,34734516097,477649627,545673737,0,68250903,1597,136365669,21894729400,204524690,0,0,0,0,0,0,35754535369,19.87211
1,73400320,3.14,1,Difference,38514760052,73467638,26,587701813,0,0,5,293923746,612,0,37411827823,37411747453,514349539,587619480,0,73495713,1597,146852116,23592065090,220253804,0,0,0,0,0,0,38510433669,21.403262
1,78643200,3.14,1,Difference,41258448879,78695099,26,629518875,0,0,5,314818448,614,0,40077950268,40077951203,550934215,629468335,0,78709636,1597,157328180,25266461754,235973747,0,0,0,0,0,0,41256454321,22.924849
1,83886080,3.14,1,Difference,44007380140,83938261,26,671466933,0,0,5,335800314,661,0,42748440115,42748457335,587656986,671428271,0,83957376,1597,167815970,26944797082,251704540,0,0,0,0,0,0,44005506433,24.452447
1,89128960,3.14,1,Difference,46758112997,89174987,26,713366211,0,0,5,356740483,662,0,45420490556,45420496807,624305930,713336192,0,89193745,1597,178297922,28635965315,267429792,0,0,0,0,0,0,46756326079,25.980302
1,94371840,3.14,1,Difference,49513189493,94423641,26,755346760,0,0,5,377736845,665,0,48096743113,48096743363,661052024,755308613,0,94437707,1597,188787896,30323086208,283162443,0,0,0,0,0,0,49511353837,27.511046
1,99614720,3.14,1,Difference,52266739854,99690902,26,797485783,0,0,5,398814577,960,0,50769761488,50769615211,697886382,797362949,0,99719380,1597,199283058,32012036399,298898841,0,0,0,0,0,0,52260980320,29.04405
1,104857600,3.14,1,Difference,55019743589,104913928,26,839267537,0,0,5,419705641,654,0,53445997510,53445999457,734503029,839231409,0,104930522,1597,209764531,33707410512,314624957,0,0,0,0,0,0,55017766707,30.570584
1,110100480,3.14,1,Difference,57769035443,110157840,26,881218421,0,0,5,440681715,660,0,56116690908,56116692163,771210708,881181702,0,110176793,1597,220251003,35393047917,330354215,0,0,0,0,0,0,57767011723,32.098204
1,115343360,3.14,1,Difference,60522720431,115396656,26,923133686,0,0,5,461634483,651,0,58791784542,58791784796,807873664,923097483,0,115414127,1597,230733052,37074279744,346079100,0,0,0,0,0,0,60520764217,33.628663
1,120586240,3.14,1,Difference,63262266981,120642733,26,965099228,0,0,5,482622109,612,0,61452621976,61452623999,844607869,965064886,0,120661407,1597,241222270,38753156523,361811271,0,0,0,0,0,0,63260278752,35.149947
1,125829120,3.14,1,Difference,66028268417,125881739,26,1007013202,0,0,5,503572640,615,0,64140020207,64140021110,881266482,1006978169,0,125898904,1597,251703948,40466095227,377535839,0,0,0,0,0,0,66026363418,36.686345
1,131072000,3.14,1,Difference,68775182387,131127680,26,1048977565,0,0,5,524559458,661,0,66808243003,66808246481,917997712,1048942448,0,131144221,1597,262192786,42144323710,393267557,0,0,0,0,0,0,68773278266,38.21243
1,136314880,3.14,1,Difference,71520355377,136371952,26,1090932765,0,0,5,545538915,612,0,69474770277,69474772964,954711128,1090896271,0,136390738,1597,272679786,43813309923,408997405,0,0,0,0,0,0,71518321767,39.737799
1,141557760,3.14,1,Difference,74278240191,141616161,26,1132882055,0,0,5,566515404,596,0,72153901321,72153902049,991423098,1132845160,0,141631358,1597,283166710,45519659172,424724931,0,0,0,0,0,0,74276265355,41.269861
1,146800640,3.14,1,Difference,77020548359,146872734,26,1174926517,0,0,5,587530125,662,0,74817042607,74817003678,1028158715,1174815694,0,146885189,1597,293652758,47185046717,440454728,0,0,0,0,0,0,77017360146,42.794463
1,152043520,3.14,1,Difference,79777195526,152095940,26,1216726175,0,0,5,608427862,661,0,77495707000,77495708950,1064761523,1216688318,0,152111604,1597,304131932,48881067169,456178135,0,0,0,0,0,0,79775294799,44.3244
1,157286400,3.14,1,Difference,82537197508,157338552,26,1258667767,0,0,5,629400027,662,0,80177083283,80177083886,1101462889,1258632485,0,157354898,1597,314617832,50585847929,471906944,0,0,0,0,0,0,82535283091,45.858644
1,162529280,3.14,1,Difference,85286080316,162586013,26,1300642733,0,0,5,650393849,615,0,82847249191,82847250005,1138205485,1300605541,0,162602523,1597,325107916,52268239663,487639911,0,0,0,0,0,0,85284103183,47.388323
1,167772160,3.14,1,Difference,88040785686,167820184,26,1342527581,0,0,5,671323342,594,0,85523542286,85523557236,1177300679,1344226485,0,168086680,1597,335833274,53963966786,503608170,0,0,0,0,0,0,88038965386,48.917591
1,173015040,3.14,1,Difference,90794814215,173067926,26,1384502417,0,0,5,692317879,890,0,88198779715,88198780874,1211571147,1384468004,0,173085581,1597,346076065,55644748243,519094177,0,0,0,0,0,0,90792889620,50.445521
1,178257920,3.14,1,Difference,93524500343,178316685,26,1426484438,0,0,5,713310582,594,0,90849639208,90849636837,1248296250,1426427115,0,178329661,1597,356562715,57290133234,534822937,0,0,0,0,0,0,93522319398,51.96304
1,183500800,3.14,1,Difference,96260467897,183557068,26,1468412598,0,0,5,734277376,615,0,93507064576,93507066389,1285003822,1468376060,0,183573802,1597,367050720,58950504673,550554238,0,0,0,0,0,0,96258499087,53.482225
1,188743680,3.14,1,Difference,99012968843,188796044,26,1510329628,0,0,5,755231584,935,0,96181013166,96181014280,1321669483,1510294946,0,188813061,1597,377533126,60637324637,566279808,0,0,0,0,0,0,99011071862,55.011094
1,193986560,3.14,1,Difference,1.01768E+11,194039369,26,1552272555,0,0,5,776194471,660,0,98857362710,98857361224,1358338147,1552215568,0,194053388,1597,388014460,62330133254,582005632,0,0,0,0,0,0,1.01766E+11,56.541471
1,199229440,3.14,1,Difference,1.04598E+11,199282282,26,1594218541,0,0,5,797170650,662,0,1.01608E+11,1.01608E+11,1395053714,1594169734,0,199297141,1597,398502460,63981832507,597734590,0,0,0,0,0,0,1.04595E+11,58.113581
1,204472320,3.14,1,Difference,1.07011E+11,204528612,26,1636185147,0,0,5,818165458,791,0,1.03943E+11,1.03943E+11,1431807780,1636150354,0,204545335,1597,408993983,66646956567,613469038,0,0,0,0,0,0,1.07009E+11,59.454534
1,209715200,3.14,1,Difference,1.09702E+11,209771889,26,1678131544,0,0,5,839137813,613,0,1.06556E+11,1.06556E+11,1468509436,1678095593,0,209790084,1597,419480101,68461495719,629198074,0,0,0,0,0,0,1.097E+11,60.950583
1,214958080,3.14,1,Difference,1.12402E+11,215010822,26,1720045471,0,0,5,860088373,611,0,1.09177E+11,1.09177E+11,1505171509,1720012116,0,215029862,1597,429960975,70283026697,644921338,0,0,0,0,0,0,1.124E+11,62.449531
1,220200960,3.14,1,Difference,1.15106E+11,220257311,26,1762018444,0,0,5,881082186,615,0,1.11802E+11,1.11802E+11,1541906718,1761976114,0,220274060,1597,440449953,72106316556,660653174,0,0,0,0,0,0,1.15104E+11,63.951586
1,225443840,3.14,1,Difference,1.17809E+11,225496982,26,1803933664,0,0,5,902031319,594,0,1.14427E+11,1.14427E+11,1578549558,1803882153,0,225513572,1597,450930441,73931325193,676376619,0,0,0,0,0,0,1.17807E+11,65.453348
